ID	b	se	OR	lower_ci	upper_ci	p	Qstat	Qpval	fstat_adiposity	fstat_protein	exposure	mediator	cancer	group	adiposity	protein	protein_name	gene	uni_prot	ensembl_gene_ID	entrez_gene_ID	HGNC_ID
BMI_8357_43_distal_Female	0.112914525867964	0.0759686716425379	1.11953623747072	0.964655659793474	1.29928371257204	0.138549499464759	242.637587011208	0.286550647653907	32.8627023348986	1.24797390719404	BMI	8357_43	distal	Female	BMI	ST4A1	Sulfotransferase 4A1	SULT4A1	Q9BR01	ENSG00000130540	25830	HGNC:14903
BMI_8357_43_distal_Female	0.0550854095728225	0.152746117386548	1.0566308572118	0.7832549882571	1.42542184237665	0.718701372025066	242.637587011208	0.286550647653907	32.8627023348986	1.24797390719404	8357_43	BMI	distal	Female	BMI	ST4A1	Sulfotransferase 4A1	SULT4A1	Q9BR01	ENSG00000130540	25830	HGNC:14903
BMI_8357_43_overall_Female	0.0796878445277402	0.0526243102083829	1.08294896646157	0.976817145632673	1.20061207893786	0.131316457934833	299.83204573712	0.00153555732972569	32.8627023348986	1.24797390719404	BMI	8357_43	overall	Female	BMI	ST4A1	Sulfotransferase 4A1	SULT4A1	Q9BR01	ENSG00000130540	25830	HGNC:14903
BMI_8357_43_overall_Female	0.227134422167507	0.105368825167225	1.25499855622845	1.0208254092852	1.54289005917118	0.0321429139765132	299.83204573712	0.00153555732972569	32.8627023348986	1.24797390719404	8357_43	BMI	overall	Female	BMI	ST4A1	Sulfotransferase 4A1	SULT4A1	Q9BR01	ENSG00000130540	25830	HGNC:14903
BMI_8357_43_proximal_Female	0.183109323830993	0.0756711478678383	1.20094569288838	1.03540626266107	1.39295135569339	0.016298752836024	280.393689192416	0.0145352170918231	32.8627023348986	1.24797390719404	BMI	8357_43	proximal	Female	BMI	ST4A1	Sulfotransferase 4A1	SULT4A1	Q9BR01	ENSG00000130540	25830	HGNC:14903
BMI_8357_43_proximal_Female	0.305319160105492	0.152040033122066	1.35705805268771	1.00734755698425	1.82817394611834	0.0457867278327657	280.393689192416	0.0145352170918231	32.8627023348986	1.24797390719404	8357_43	BMI	proximal	Female	BMI	ST4A1	Sulfotransferase 4A1	SULT4A1	Q9BR01	ENSG00000130540	25830	HGNC:14903
BMI_8372_29_proximal_Sex-combined	0.20844044834458	0.050937527478915	1.2317555747932	1.11471960113791	1.36107931939596	5.09403059924043e-05	575.885795193646	6.42508238707243e-06	76.0133848699764	2.60720171726953	BMI	8372_29	proximal	Sex-combined	BMI	CDHR1	Cadherin-related family member 1	CDHR1	Q96JP9	ENSG00000148600	92211	HGNC:14550
BMI_8372_29_proximal_Sex-combined	0.00680991752196152	0.0574154516016379	1.00683315773498	0.899672592804007	1.12675768454295	0.905640750359275	575.885795193646	6.42508238707243e-06	76.0133848699764	2.60720171726953	8372_29	BMI	proximal	Sex-combined	BMI	CDHR1	Cadherin-related family member 1	CDHR1	Q96JP9	ENSG00000148600	92211	HGNC:14550
BMI_8372_29_rectal_Female	0.00941418397910779	0.0825560875474048	1.00945863679526	0.85864840543559	1.18675668987426	0.909309625886748	276.292431244928	0.0220100000465115	64.7583851097717	3.81777511182787	BMI	8372_29	rectal	Female	BMI	CDHR1	Cadherin-related family member 1	CDHR1	Q96JP9	ENSG00000148600	92211	HGNC:14550
BMI_8372_29_rectal_Female	0.181433267539272	0.103510850402767	1.19893452618891	0.978780373459179	1.4686072964537	0.0809581460064158	276.292431244928	0.0220100000465115	64.7583851097717	3.81777511182787	8372_29	BMI	rectal	Female	BMI	CDHR1	Cadherin-related family member 1	CDHR1	Q96JP9	ENSG00000148600	92211	HGNC:14550
BMI_8402_22_overall_Male	0.227779013244161	0.0545555041754725	1.25580777787952	1.1284558852974	1.39753196871055	4.46787829144075e-05	303.847605371953	1.21381223332998e-06	62.6392864904882	15.3180831985218	BMI	8402_22	overall	Male	BMI	CYTL1	Cytokine-like protein 1	CYTL1	Q9NRR1	ENSG00000170891	54360	HGNC:24435
BMI_8402_22_overall_Male	-0.042311646109244	0.0429139504553863	0.958570999095558	0.881242012257413	1.04268560455179	0.325359765456071	303.847605371953	1.21381223332998e-06	62.6392864904882	15.3180831985218	8402_22	BMI	overall	Male	BMI	CYTL1	Cytokine-like protein 1	CYTL1	Q9NRR1	ENSG00000170891	54360	HGNC:24435
BMI_8402_22_overall_Sex-combined	0.139694654530177	0.0370453581919113	1.14992262158161	1.06938717683896	1.23652318286986	0.000184973935696218	741.833398648958	4.01549924675912e-18	67.0641555702646	7.60014042064954	BMI	8402_22	overall	Sex-combined	BMI	CYTL1	Cytokine-like protein 1	CYTL1	Q9NRR1	ENSG00000170891	54360	HGNC:24435
BMI_8402_22_overall_Sex-combined	-0.0495820637543448	0.0299371976873229	0.951627060842679	0.897395166812927	1.00913632747128	0.0983969797204792	741.833398648958	4.01549924675912e-18	67.0641555702646	7.60014042064954	8402_22	BMI	overall	Sex-combined	BMI	CYTL1	Cytokine-like protein 1	CYTL1	Q9NRR1	ENSG00000170891	54360	HGNC:24435
BMI_8520_8_proximal_Female	0.198571991369238	0.0762740532056655	1.21965982923484	1.05029895961487	1.41633016526517	0.00982564636210049	286.979144389834	0.00714380774763302	41.6148962874737	1.49350783770431	BMI	8520_8	proximal	Female	BMI	ADA30	Disintegrin and metalloproteinase domain-containing protein 30	ADAM30	Q9UKF2	ENSG00000134249	11085	HGNC:208
BMI_8520_8_proximal_Female	0.139977464276649	0.137833270255506	1.1502478768972	0.877941123226448	1.50701469985165	0.310898580260464	286.979144389834	0.00714380774763302	41.6148962874737	1.49350783770431	8520_8	BMI	proximal	Female	BMI	ADA30	Disintegrin and metalloproteinase domain-containing protein 30	ADAM30	Q9UKF2	ENSG00000134249	11085	HGNC:208
BMI_8589_13_distal_Sex-combined	0.157188070386313	0.0528668583458536	1.17021567612095	1.05502981588225	1.29797727801093	0.00310932266742264	585.37800610172	2.14877856301728e-06	24.3639182249694	1.4842508655697	BMI	8589_13	distal	Sex-combined	BMI	CDCP1	CUB domain-containing protein 1	CDCP1	Q9H5V8	ENSG00000163814	64866	HGNC:24357
BMI_8589_13_distal_Sex-combined	0.0973750930056352	0.0778819301178335	1.10227375126303	0.946226329100207	1.28405581768037	0.211862269995801	585.37800610172	2.14877856301728e-06	24.3639182249694	1.4842508655697	8589_13	BMI	distal	Sex-combined	BMI	CDCP1	CUB domain-containing protein 1	CDCP1	Q9H5V8	ENSG00000163814	64866	HGNC:24357
BMI_8748_45_rectal_Female	0.00236712793480347	0.084972854216299	1.00236993179406	0.848589545214618	1.18401821685267	0.977799784672704	276.987860615206	0.0205455719174569	23.3430335754969	1.35796834674293	BMI	8748_45	rectal	Female	BMI	HG2A	HLA class II histocompatibility antigen gamma chain	CD74	P04233	ENSG00000019582	972	HGNC:1697
BMI_8748_45_rectal_Female	0.197395020637694	0.164480131930179	1.21822516975511	0.882509224140501	1.68165105092272	0.231318851334234	276.987860615206	0.0205455719174569	23.3430335754969	1.35796834674293	8748_45	BMI	rectal	Female	BMI	HG2A	HLA class II histocompatibility antigen gamma chain	CD74	P04233	ENSG00000019582	972	HGNC:1697
BMI_8749_194_proximal_Female	0.221156478757368	0.0762356961382147	1.24751862545604	1.0743700763349	1.44857228913979	0.00407796470287299	287.846503736732	0.00647992871366	41.5663563958163	1.3634089065253	BMI	8749_194	proximal	Female	BMI	CD1D	Antigen-presenting glycoprotein CD1d	CD1D	P15813	ENSG00000158473	912	HGNC:1637
BMI_8749_194_proximal_Female	-0.0394362326385774	0.150477338751649	0.961331253593615	0.715787591040566	1.29110617549599	0.793496757352259	287.846503736732	0.00647992871366	41.5663563958163	1.3634089065253	8749_194	BMI	proximal	Female	BMI	CD1D	Antigen-presenting glycoprotein CD1d	CD1D	P15813	ENSG00000158473	912	HGNC:1637
BMI_8749_194_rectal_Female	0.0176966182000393	0.0842294987164646	1.01785413112475	0.862954597568647	1.20055798435595	0.833774015829716	279.345772939642	0.0161936291245805	41.5663563958163	1.3634089065253	BMI	8749_194	rectal	Female	BMI	CD1D	Antigen-presenting glycoprotein CD1d	CD1D	P15813	ENSG00000158473	912	HGNC:1637
BMI_8749_194_rectal_Female	0.10464180827855	0.166000844655812	1.11031283425446	0.801941314889963	1.53726284831617	0.529073513348421	279.345772939642	0.0161936291245805	41.5663563958163	1.3634089065253	8749_194	BMI	rectal	Female	BMI	CD1D	Antigen-presenting glycoprotein CD1d	CD1D	P15813	ENSG00000158473	912	HGNC:1637
BMI_8758_2_colon_Female	0.173544940545295	0.0592516655543436	1.18951414298265	1.05909172336844	1.33599750157192	0.00374017313582739	278.58600627902	0.0174979769662879	53.9546784089086	1.90663072338758	BMI	8758_2	colon	Female	BMI	PCDA7	Protocadherin alpha-7	PCDHA7	Q9UN72	ENSG00000204963	56141	HGNC:8673
BMI_8758_2_colon_Female	-0.0283071149709888	0.0979912099777196	0.972089777629136	0.802222011963147	1.17792646135279	0.772935735059254	278.58600627902	0.0174979769662879	53.9546784089086	1.90663072338758	8758_2	BMI	colon	Female	BMI	PCDA7	Protocadherin alpha-7	PCDHA7	Q9UN72	ENSG00000204963	56141	HGNC:8673
BMI_8758_2_proximal_Sex-combined	0.217335735332845	0.0514839821521676	1.24276127097364	1.12347564016785	1.37471211783575	2.95598346307198e-05	573.906916143342	8.28093073734946e-06	44.0805806178237	1.49091011836425	BMI	8758_2	proximal	Sex-combined	BMI	PCDA7	Protocadherin alpha-7	PCDHA7	Q9UN72	ENSG00000204963	56141	HGNC:8673
BMI_8758_2_proximal_Sex-combined	-0.067507899685138	0.0779076406104176	0.934720336590511	0.802352793831863	1.08892511417984	0.386686082813777	573.906916143342	8.28093073734946e-06	44.0805806178237	1.49091011836425	8758_2	BMI	proximal	Sex-combined	BMI	PCDA7	Protocadherin alpha-7	PCDHA7	Q9UN72	ENSG00000204963	56141	HGNC:8673
BMI_8838_10_colon_Sex-combined	0.192654472498263	0.0422976833172919	1.21246378155182	1.11600016654879	1.31726541414515	6.81676317787272e-06	652.427635871599	6.27199415874715e-11	38.8497756381279	1.34985581697621	BMI	8838_10	colon	Sex-combined	BMI	CASC4	Protein CASC4	CASC4	Q6P4E1	ENSG00000166734	113201	HGNC:24892
BMI_8838_10_colon_Sex-combined	0.00975442721238034	0.0650451647415663	1.00980215670255	0.888932392153666	1.14710680438884	0.880862436253615	652.427635871599	6.27199415874715e-11	38.8497756381279	1.34985581697621	8838_10	BMI	colon	Sex-combined	BMI	CASC4	Protein CASC4	CASC4	Q6P4E1	ENSG00000166734	113201	HGNC:24892
BMI_8838_10_overall_Sex-combined	0.146016520739521	0.0375882911498687	1.15721530594551	1.07502451942374	1.24568997275747	0.000118393269299802	749.479875809471	4.64480490159887e-19	38.8497756381279	1.34985581697621	BMI	8838_10	overall	Sex-combined	BMI	CASC4	Protein CASC4	CASC4	Q6P4E1	ENSG00000166734	113201	HGNC:24892
BMI_8838_10_overall_Sex-combined	0.0117598994489137	0.0577230880126361	1.01182931892156	0.903591995343444	1.1330319169551	0.838659892800371	749.479875809471	4.64480490159887e-19	38.8497756381279	1.34985581697621	8838_10	BMI	overall	Sex-combined	BMI	CASC4	Protein CASC4	CASC4	Q6P4E1	ENSG00000166734	113201	HGNC:24892
BMI_8838_10_rectal_Sex-combined	0.0703333809997511	0.0518344274655614	1.07286579471138	0.969221509894927	1.18759334343133	0.175519675601075	584.699480094426	2.01568669943386e-06	38.8497756381279	1.34985581697621	BMI	8838_10	rectal	Sex-combined	BMI	CASC4	Protein CASC4	CASC4	Q6P4E1	ENSG00000166734	113201	HGNC:24892
BMI_8838_10_rectal_Sex-combined	0.0696441476883636	0.0796736308378717	1.07212659463693	0.917120719965639	1.25333057023383	0.382535259310761	584.699480094426	2.01568669943386e-06	38.8497756381279	1.34985581697621	8838_10	BMI	rectal	Sex-combined	BMI	CASC4	Protein CASC4	CASC4	Q6P4E1	ENSG00000166734	113201	HGNC:24892
BMI_8850_5_rectal_Female	0.00279211675871958	0.0845715165190539	1.0027960183471	0.849618328513009	1.18359011413135	0.973691123603447	276.989039696997	0.0205431628830494	22.6854162637226	1.76330600679186	BMI	8850_5	rectal	Female	BMI	PA2GC	Putative inactive group IIC secretory phospholipase A2	PLA2G2C	Q5R387	ENSG00000187980	391013	HGNC:9032
BMI_8850_5_rectal_Female	0.173225301788506	0.140356958290338	1.18913398892002	0.903143036688878	1.56568736751714	0.218385734903652	276.989039696997	0.0205431628830494	22.6854162637226	1.76330600679186	8850_5	BMI	rectal	Female	BMI	PA2GC	Putative inactive group IIC secretory phospholipase A2	PLA2G2C	Q5R387	ENSG00000187980	391013	HGNC:9032
BMI_8858_21_proximal_Female	0.204089758492488	0.0747028162848336	1.22640822906984	1.05936771892744	1.41978759354026	0.00677896373218934	285.891352412685	0.00806288859509984	51.7227201220025	4.3550171278918	BMI	8858_21	proximal	Female	BMI	BATF3	Basic leucine zipper transcriptional factor ATF-like 3	BATF3	Q9NR55	ENSG00000123685	55509	HGNC:28915
BMI_8858_21_proximal_Female	0.0991728417861614	0.0835157582334568	1.10425714484268	0.93751919718357	1.30064946467155	0.236254831210629	285.891352412685	0.00806288859509984	51.7227201220025	4.3550171278918	8858_21	BMI	proximal	Female	BMI	BATF3	Basic leucine zipper transcriptional factor ATF-like 3	BATF3	Q9NR55	ENSG00000123685	55509	HGNC:28915
BMI_8894_80_proximal_Female	0.193042093229265	0.0755649889120077	1.21293384874715	1.04595957216896	1.40656346629707	0.0112667964810581	284.350148426149	0.0107597315940564	31.051240277121	1.88280717618364	BMI	8894_80	proximal	Female	BMI	hnRNP A/B	Heterogeneous nuclear ribonucleoprotein A/B	HNRNPAB	Q99729	ENSG00000197451	3182	HGNC:5034
BMI_8894_80_proximal_Female	0.193832971662791	0.12265371665834	1.21389351140765	0.95449935364029	1.54378046608181	0.115388552464842	284.350148426149	0.0107597315940564	31.051240277121	1.88280717618364	8894_80	BMI	proximal	Female	BMI	hnRNP A/B	Heterogeneous nuclear ribonucleoprotein A/B	HNRNPAB	Q99729	ENSG00000197451	3182	HGNC:5034
BMI_8932_1_overall_Female	0.0953345398168558	0.0545883671143012	1.10002679634016	0.988409039098209	1.22424917701119	0.0820547936643502	308.676614982699	0.000558369591506489	39.9016899972238	2.44711901190024	BMI	8932_1	overall	Female	BMI	ENTP6	Ectonucleoside triphosphate diphosphohydrolase 6	ENTPD6	O75354	ENSG00000197586	955	HGNC:3368
BMI_8932_1_overall_Female	0.0409494829064585	0.0759280589414696	1.04179947553458	0.897744733147032	1.20896966270072	0.590181394835315	308.676614982699	0.000558369591506489	39.9016899972238	2.44711901190024	8932_1	BMI	overall	Female	BMI	ENTP6	Ectonucleoside triphosphate diphosphohydrolase 6	ENTPD6	O75354	ENSG00000197586	955	HGNC:3368
BMI_8932_1_proximal_Female	0.211696831430942	0.0785412602805044	1.23577318069521	1.05945641577343	1.44143291917364	0.00754378487383797	288.662505850854	0.0067021699965552	39.9016899972238	2.44711901190024	BMI	8932_1	proximal	Female	BMI	ENTP6	Ectonucleoside triphosphate diphosphohydrolase 6	ENTPD6	O75354	ENSG00000197586	955	HGNC:3368
BMI_8932_1_proximal_Female	0.0330440049111607	0.109352978658196	1.03359602154168	0.83419521500948	1.28066034966965	0.762786348945201	288.662505850854	0.0067021699965552	39.9016899972238	2.44711901190024	8932_1	BMI	proximal	Female	BMI	ENTP6	Ectonucleoside triphosphate diphosphohydrolase 6	ENTPD6	O75354	ENSG00000197586	955	HGNC:3368
BMI_9012_1_colon_Male	0.261525637853825	0.0640096567875542	1.29891024241596	1.14575832521373	1.47253376277093	6.41438551113173e-05	260.374354398792	0.00103321686715131	29.7057508579724	1.4549946151551	BMI	9012_1	colon	Male	BMI	PRP6	Pre-mRNA-processing factor 6	PRPF6	O94906	ENSG00000101161	24148	HGNC:15860
BMI_9012_1_colon_Male	0.174956287865621	0.127348698699932	1.19119414583573	0.928070887625121	1.52891714630152	0.171069657387562	260.374354398792	0.00103321686715131	29.7057508579724	1.4549946151551	9012_1	BMI	colon	Male	BMI	PRP6	Pre-mRNA-processing factor 6	PRPF6	O94906	ENSG00000101161	24148	HGNC:15860
BMI_9255_5_proximal_Female	0.209693271758466	0.0764881237245458	1.23329971408244	1.06159930488843	1.43277051685305	0.0065922294917063	288.964162797227	0.00570691244589141	21.2614667624735	2.55790119970915	BMI	9255_5	proximal	Female	BMI	IL-17C	Interleukin-17C	IL17C	Q9P0M4	ENSG00000124391	27189	HGNC:5983
BMI_9255_5_proximal_Female	0.0308055461663597	0.108794988292608	1.0312849470761	0.833240776729418	1.27640013759327	0.777312618247048	288.964162797227	0.00570691244589141	21.2614667624735	2.55790119970915	9255_5	BMI	proximal	Female	BMI	IL-17C	Interleukin-17C	IL17C	Q9P0M4	ENSG00000124391	27189	HGNC:5983
BMI_9287_6_proximal_Female	0.207148906234944	0.0757278821548539	1.23016573749148	1.06048065897762	1.42700173632294	0.00671122702908908	288.550439344086	0.00598273516172471	25.2369288388393	2.00370522961464	BMI	9287_6	proximal	Female	BMI	SPRE	Sepiapterin reductase	SPR	P35270	ENSG00000116096	6697	HGNC:11257
BMI_9287_6_proximal_Female	0.0647300520963433	0.121977146798335	1.06687098592213	0.840006914502221	1.35500515644797	0.596152585897362	288.550439344086	0.00598273516172471	25.2369288388393	2.00370522961464	9287_6	BMI	proximal	Female	BMI	SPRE	Sepiapterin reductase	SPR	P35270	ENSG00000116096	6697	HGNC:11257
BMI_9302_90_rectal_Female	0.00653361284938033	0.0846683606338051	1.00655500345842	0.852641267399815	1.18825233275052	0.938556827252866	278.195688373848	0.0203165930127063	34.5778862157377	1.63604443805336	BMI	9302_90	rectal	Female	BMI	G45IP	Growth arrest and DNA damage-inducible proteins-interacting protein 1	GADD45GIP1	Q8TAE8	ENSG00000179271	90480	HGNC:29996
BMI_9302_90_rectal_Female	0.158126031650095	0.147785986759072	1.1713138080175	0.876749024672423	1.56484466847861	0.285741605039456	278.195688373848	0.0203165930127063	34.5778862157377	1.63604443805336	9302_90	BMI	rectal	Female	BMI	G45IP	Growth arrest and DNA damage-inducible proteins-interacting protein 1	GADD45GIP1	Q8TAE8	ENSG00000179271	90480	HGNC:29996
BMI_9402_18_rectal_Female	0.0190290665344629	0.0864102046548953	1.01921127312646	0.86041974382484	1.20730797581457	0.82589518078275	279.900381703497	0.015296260493621	12.1625576154983	1.45403910378383	BMI	9402_18	rectal	Female	BMI	DCBD1	Discoidin, CUB and LCCL domain-containing protein 1	DCBLD1	Q8N8Z6	ENSG00000164465	285761	HGNC:21479
BMI_9402_18_rectal_Female	0.058861415283654	0.157524370861838	1.06062824369032	0.778889297559668	1.44427747927482	0.708994467508032	279.900381703497	0.015296260493621	12.1625576154983	1.45403910378383	9402_18	BMI	rectal	Female	BMI	DCBD1	Discoidin, CUB and LCCL domain-containing protein 1	DCBLD1	Q8N8Z6	ENSG00000164465	285761	HGNC:21479
BMI_9543_131_proximal_Female	0.207795592906705	0.0777775710903419	1.23096152656334	1.05691211059658	1.43367292766078	0.00808253329000707	289.783868760459	0.00519424272662158	17.298847368671	1.24655376367143	BMI	9543_131	proximal	Female	BMI	COG8	Conserved oligomeric Golgi complex subunit 8	COG8	Q96MW5	ENSG00000213380	84342	HGNC:18623
BMI_9543_131_proximal_Female	0.056024849314485	0.155547432975001	1.05762396464058	0.779698385515919	1.43461686129043	0.719041294566391	289.783868760459	0.00519424272662158	17.298847368671	1.24655376367143	9543_131	BMI	proximal	Female	BMI	COG8	Conserved oligomeric Golgi complex subunit 8	COG8	Q96MW5	ENSG00000213380	84342	HGNC:18623
BMI_9582_93_proximal_Female	0.197472704444863	0.0764157918493884	1.21831980980024	1.04885359395089	1.41516715727743	0.010373664698188	286.393256956989	0.00762636068233569	14.6215863484458	1.3989681790525	BMI	9582_93	proximal	Female	BMI	SUSD1	Sushi domain-containing protein 1	SUSD1	Q6UWL2	ENSG00000106868	64420	HGNC:25413
BMI_9582_93_proximal_Female	0.140955498138861	0.146191163067248	1.15137340858508	0.864521433283253	1.53340411811685	0.335956525755703	286.393256956989	0.00762636068233569	14.6215863484458	1.3989681790525	9582_93	BMI	proximal	Female	BMI	SUSD1	Sushi domain-containing protein 1	SUSD1	Q6UWL2	ENSG00000106868	64420	HGNC:25413
BMI_9585_80_proximal_Female	0.207786864801467	0.0765324337825933	1.23095078264847	1.05948537461606	1.43016587638313	0.00712333757066102	292.610820001676	0.0042597637576734	20.0522906972697	1.61337592861163	BMI	9585_80	proximal	Female	BMI	ACAM	CXADR-like membrane protein	CLMP	Q9H6B4	ENSG00000166250	79827	HGNC:24039
BMI_9585_80_proximal_Female	0.055408153193486	0.137688998138026	1.05697193311743	0.80697524771661	1.38441627616109	0.6877473805557	292.610820001676	0.0042597637576734	20.0522906972697	1.61337592861163	9585_80	BMI	proximal	Female	BMI	ACAM	CXADR-like membrane protein	CLMP	Q9H6B4	ENSG00000166250	79827	HGNC:24039
BMI_9829_91_rectal_Male	0.140365020019135	0.0768979467806602	1.15069374846164	0.989698472308704	1.33787829303195	0.0694715041852159	267.67121962704	0.000426805468225651	40.1521771998805	3.68095604893196	BMI	9829_91	rectal	Male	BMI	SULT 2A1	Bile salt sulfotransferase	SULT2A1	Q06520	ENSG00000105398	6822	HGNC:11458
BMI_9829_91_rectal_Male	0.0408254305266779	0.100970518503136	1.04167024584617	0.854638432254127	1.26963270095321	0.686410777536667	267.67121962704	0.000426805468225651	40.1521771998805	3.68095604893196	9829_91	BMI	rectal	Male	BMI	SULT 2A1	Bile salt sulfotransferase	SULT2A1	Q06520	ENSG00000105398	6822	HGNC:11458
BMI_9834_62_overall_Sex-combined	0.142941393241818	0.0375192409595147	1.15366218728387	1.07186881485856	1.24169714046977	0.000159043036007018	747.112426858115	7.68088805457286e-19	53.6611760967591	1.44633402115576	BMI	9834_62	overall	Sex-combined	BMI	ADH1B	Alcohol dehydrogenase 1B	ADH1B	P00325	ENSG00000196616	125	HGNC:250
BMI_9834_62_overall_Sex-combined	0.0335993690331009	0.042844185637339	1.03417020311379	0.950872557061289	1.12476482896275	0.433335485041109	747.112426858115	7.68088805457286e-19	53.6611760967591	1.44633402115576	9834_62	BMI	overall	Sex-combined	BMI	ADH1B	Alcohol dehydrogenase 1B	ADH1B	P00325	ENSG00000196616	125	HGNC:250
BMI_9848_22_distal_Female	0.0836951754014057	0.0775525760448409	1.08729740829289	0.933972883671397	1.26579226736563	0.281616787326856	247.235449954999	0.220892546975245	21.4851415726862	1.51945891316349	BMI	9848_22	distal	Female	BMI	Cyclin H	Cyclin-H	CCNH	P51946	ENSG00000134480	902	HGNC:1594
BMI_9848_22_distal_Female	0.234418412453944	0.143090028604294	1.26417332742858	0.955005629637435	1.67342909003435	0.102723318112689	247.235449954999	0.220892546975245	21.4851415726862	1.51945891316349	9848_22	BMI	distal	Female	BMI	Cyclin H	Cyclin-H	CCNH	P51946	ENSG00000134480	902	HGNC:1594
BMI_9849_13_colon_Female	0.14683299643739	0.0606980844293481	1.15816052994372	1.02825660429356	1.30447575782026	0.0163307748626376	277.765586980966	0.019009056892143	15.9384313263737	1.4107545151075	BMI	9849_13	colon	Female	BMI	APEX1	DNA-(apurinic or apyrimidinic site) lyase	APEX1	P27695	ENSG00000100823	328	HGNC:587
BMI_9849_13_colon_Female	0.15782978823832	0.112134302989019	1.17096686541103	0.939926643474533	1.45879831092124	0.160615569360254	277.765586980966	0.019009056892143	15.9384313263737	1.4107545151075	9849_13	BMI	colon	Female	BMI	APEX1	DNA-(apurinic or apyrimidinic site) lyase	APEX1	P27695	ENSG00000100823	328	HGNC:587
BMI_9926_4_rectal_Female	-0.0263483271129451	0.0822886641591197	0.973995761381987	0.828917945481248	1.1444652011235	0.749105869041417	267.776676153336	0.0639512371692504	48.0445838115388	2.57147223682261	BMI	9926_4	rectal	Female	BMI	S100P	Protein S100-P	S100P	P25815	ENSG00000163993	6286	HGNC:10504
BMI_9926_4_rectal_Female	0.442059228365253	0.122597383701558	1.555907891586	1.22356454427558	1.97852199822682	0.000380021907198201	267.776676153336	0.0639512371692504	48.0445838115388	2.57147223682261	9926_4	BMI	rectal	Female	BMI	S100P	Protein S100-P	S100P	P25815	ENSG00000163993	6286	HGNC:10504
BMI_9971_5_distal_Female	0.132142207319011	0.077916611321354	1.14127060476084	0.979635856987636	1.32957423311998	0.0912379125924153	243.320237540447	0.276191878401684	22.3268250025284	1.27854485527047	BMI	9971_5	distal	Female	BMI	CSMD2	CUB and sushi domain-containing protein 2	CSMD2	Q7Z408	ENSG00000121904	114784	HGNC:19290
BMI_9971_5_distal_Female	-0.083222696643456	0.159382183821018	0.920146210928997	0.673268023384619	1.25755125756702	0.60205846067085	243.320237540447	0.276191878401684	22.3268250025284	1.27854485527047	9971_5	BMI	distal	Female	BMI	CSMD2	CUB and sushi domain-containing protein 2	CSMD2	Q7Z408	ENSG00000121904	114784	HGNC:19290
WHR_11126_102_colon_Sex-combined	0.17606118955902	0.0576153136950224	1.19251102564202	1.06517081366329	1.33507464533977	0.00247107455843458	435.859233207837	2.95477827747322e-10	12.7613710953961	1.25334119163893	WHR	11126_102	colon	Sex-combined	WHR	TRIO	Triple functional domain protein	TRIO	O75962	ENSG00000038382	7204	HGNC:12303
WHR_11126_102_colon_Sex-combined	0.0361806974675083	0.096215312866346	1.0368431845023	0.858643624377181	1.25202558864705	0.707185497592133	435.859233207837	2.95477827747322e-10	12.7613710953961	1.25334119163893	11126_102	WHR	colon	Sex-combined	WHR	TRIO	Triple functional domain protein	TRIO	O75962	ENSG00000038382	7204	HGNC:12303
WHR_11146_4_proximal_Female	0.192574256672005	0.0709746037061899	1.21236652666852	1.05491904924209	1.39331316089353	0.00724915068414671	247.521632279841	0.00846379532607583	17.3687711012135	1.80321219411548	WHR	11146_4	proximal	Female	WHR	TBX22	T-box transcription factor TBX22	TBX22	Q9Y458	ENSG00000122145	NA	HGNC:11600
WHR_11146_4_proximal_Female	-0.0882396844841704	0.139733468290537	0.915541409352477	0.696200711009356	1.20398623411899	0.528451367081255	247.521632279841	0.00846379532607583	17.3687711012135	1.80321219411548	11146_4	WHR	proximal	Female	WHR	TBX22	T-box transcription factor TBX22	TBX22	Q9Y458	ENSG00000122145	NA	HGNC:11600
WHR_11149_3_rectal_Female	0.0771718950478126	0.0778477641016202	1.08022774623437	0.927363446723937	1.25828981922548	0.322740190471759	233.287236548341	0.0392302286922127	20.2001540752862	1.83097512691689	WHR	11149_3	rectal	Female	WHR	TLR1	Toll-like receptor 1	TLR1	Q15399	ENSG00000174125	7096	HGNC:11847
WHR_11149_3_rectal_Female	0.10186557646575	0.154409913345627	1.10723462333248	0.818094147964127	1.49856653315161	0.510207345064454	233.287236548341	0.0392302286922127	20.2001540752862	1.83097512691689	11149_3	WHR	rectal	Female	WHR	TLR1	Toll-like receptor 1	TLR1	Q15399	ENSG00000174125	7096	HGNC:11847
WHR_11284_24_proximal_Female	0.190883163022951	0.0709985998532623	1.21031803391967	1.05308705948787	1.39102435077265	0.0077878316946823	247.511120038813	0.00847428893943112	17.9187966401584	1.77641534869623	WHR	11284_24	proximal	Female	WHR	LAIR1	Leukocyte-associated immunoglobulin-like receptor 1	LAIR1	Q6GTX8	ENSG00000167613	3903	HGNC:6477
WHR_11284_24_proximal_Female	-0.0639657511501685	0.140512083636494	0.938037125673238	0.712219281694881	1.23545328209504	0.649440335231569	247.511120038813	0.00847428893943112	17.9187966401584	1.77641534869623	11284_24	WHR	proximal	Female	WHR	LAIR1	Leukocyte-associated immunoglobulin-like receptor 1	LAIR1	Q6GTX8	ENSG00000167613	3903	HGNC:6477
